LastUpdateDt,TIMECARD_ID,CLIENT_CODE,MATTER_CODE,MATTER_REGION_SRC,GROUP_MATTER_CODE,GROUP_MATTER_REGION_SRC,MATTER_COMPANY_CODE,MATTER_BILLABLE_TYPE_CODE,MATTER_CURRENCY_CODE,TIMEKEEPER_ID,FE_COMPANY_CODE,FE_OFFICE_CODE,FE_PRACTICE_GROUP_CODE,FE_TEAM_CODE,FE_REGION_SRC_TRAN,FE_COMPANY_CODE_TRAN,FE_OFFICE_CODE_TRAN,FE_PRACTICE_GROUP_CODE_TRAN,FE_GROUP_CODE,FE_SUB_GROUP_CODE,FE_BAND_GROUP_CODE,FE_BAND_LEVEL_CODE,TIMECARD_WORKED_DATE,TIMECARD_WORKED_CAL_PERIOD,TIMECARD_POST_DATE,TIMECARD_POST_CAL_PERIOD,CONFIDENTIAL_FLAG,PRICING_UNIT,HOURS_WORKED,TIMECARD_NARRATIVE,WORKED_STANDARD_RATE_DC,FEES_WORKED_AT_STANDARD_DC,WORKED_AGREED_RATE_DC,FEES_WORKED_AT_AGREED_DC,MATTER_DISCOUNT_DC,WIP_HOURS_WRITE_UP_DOWN_VALUE_DC,FEES_WORKED_AT_AGREED_NET_DC,FEES_BILLED_AT_STANDARD_DC,FEES_BILLED_AT_AGREED_DC,MATTER_DISCOUNT_BILLED_DC,FEES_BILLED_AT_AGREED_NET_DC,FEES_WRITE_UP_DOWN_DC,HOURS_WRITE_UP_DOWN_VALUE_DC,WORKED_FEES_BILLED_NET_DC,BILL_NUM,CANCEL_BILL_NUM,BILL_TYPE,BILL_DATE,BILL_CAL_PERIOD,BILL_CURRENCY_CODE,HOURS_BILLED,FEES_BILLED_DC,BAD_DEBT_WO_DC,FINAL_BILL_NUM,FINAL_BILL_FLAG,MATERIAL_GROUP,COLLECTED_CAL_PERIOD,COLLECTED_DATE,HOURS_COLLECTED,FEES_COLLECTED_DC,PHASE_SET_CODE,PHASE_SET_DESC,PHASE_CODE,PHASE_DESC,TASK_CODE,TASK_DESC,ACTIVITY_CODE,ACTIVITY_DESC,FIXED_FEE_ACTIVITY_CODE,FIXED_FEE_ACTIVITY_DESC
09/01/2026,2041275504,10256075,1001258956,NRFEMEA,1001258956,NRFEMEA,AE12,1,USD,150324,AE12,DXB1,CS,1511,NRFEMEA,AE12,DXB1,CS,R,RA,SR,R2,20250707,202507,20250707,202507,N,BILLED,0, Reviewing SPA and reviewing SHA and preparing comments/ draft e-mail in relation to expiry of ROFO notice.,1075,1075,698.75,698.75,0,0,698.75,1075,698.75,0,698.75,-698.75,0,0,9025022438, ,ZL2,20260108,202601,USD,1,0,0,9025022438,1,ZFEE,,,0,0,AE-AFRICA2,ATIF - Assisting Olam international re stake in Arise Ports,AFRIC2_P01,ATIF Olam,AFRIC2_110,SPA, ,, ,
09/01/2026,2041275504,10256075,1001258956,NRFEMEA,1001258956,NRFEMEA,AE12,1,USD,150324,AE12,DXB1,CS,1511,NRFEMEA,AE12,DXB1,CS,R,RA,SR,R2,20250707,202507,20250707,202507,N,BILLED,1, Reviewing SPA and reviewing SHA and preparing comments/ draft e-mail in relation to expiry of ROFO notice.,,0,,0,0,0,0,0,0,0,0,0,0,0,9025022438, ,ZL2,20260108,202601,USD,0,0,0,9025022438,1,ZFEE,,,0,0,AE-AFRICA2,ATIF - Assisting Olam international re stake in Arise Ports,AFRIC2_P01,ATIF Olam,AFRIC2_110,SPA, ,, ,
09/01/2026,2041420202,10256075,1001258956,NRFEMEA,1001258956,NRFEMEA,AE12,1,USD,150324,AE12,DXB1,CS,1511,NRFEMEA,AE12,DXB1,CS,R,RA,SR,R2,20250717,202507,20250717,202507,N,BILLED,0, Preparing draft waiver letter for SHA pre-emption rights.,1075,1827.5,698.75,1187.88,0,0,1187.88,1827.5,1187.875,0,1187.88,-1187.88,0,0,9025022438, ,ZL2,20260108,202601,USD,1.7,0,0,9025022438,1,ZFEE,,,0,0,AE-AFRICA2,ATIF - Assisting Olam international re stake in Arise Ports,AFRIC2_P01,ATIF Olam,AFRIC2_140,Consents, ,, ,
09/01/2026,2041420202,10256075,1001258956,NRFEMEA,1001258956,NRFEMEA,AE12,1,USD,150324,AE12,DXB1,CS,1511,NRFEMEA,AE12,DXB1,CS,R,RA,SR,R2,20250717,202507,20250717,202507,N,BILLED,1.7, Preparing draft waiver letter for SHA pre-emption rights.,,0,,0,0,0,0,0,0,0,0,0,0,0,9025022438, ,ZL2,20260108,202601,USD,0,0,0,9025022438,1,ZFEE,,,0,0,AE-AFRICA2,ATIF - Assisting Olam international re stake in Arise Ports,AFRIC2_P01,ATIF Olam,AFRIC2_140,Consents, ,, ,
09/01/2026,2041422643,10256075,1001258956,NRFEMEA,1001258956,NRFEMEA,AE12,1,USD,153066,AE12,DXB1,BF,1258,NRFEMEA,AE12,DXB1,CS,T,TT,TR,T1,20250717,202507,20250717,202507,N,BILLED,0, Drafting waiver letter of pre-emption rights,460,828,299,538.2,0,0,538.2,828,538.2,0,538.2,-538.2,0,0,9025022438, ,ZL2,20260108,202601,USD,1.8,0,0,9025022438,1,ZFEE,,,0,0,AE-AFRICA2,ATIF - Assisting Olam international re stake in Arise Ports,AFRIC2_P01,ATIF Olam,AFRIC2_120,SHA, ,, ,
09/01/2026,2041422643,10256075,1001258956,NRFEMEA,1001258956,NRFEMEA,AE12,1,USD,153066,AE12,DXB1,BF,1258,NRFEMEA,AE12,DXB1,CS,T,TT,TR,T1,20250717,202507,20250717,202507,N,BILLED,1.8, Drafting waiver letter of pre-emption rights,,0,,0,0,0,0,0,0,0,0,0,0,0,9025022438, ,ZL2,20260108,202601,USD,0,0,0,9025022438,1,ZFEE,,,0,0,AE-AFRICA2,ATIF - Assisting Olam international re stake in Arise Ports,AFRIC2_P01,ATIF Olam,AFRIC2_120,SHA, ,, ,
09/01/2026,2041424949,10256075,1001258956,NRFEMEA,1001258956,NRFEMEA,AE12,1,USD,150324,AE12,DXB1,CS,1511,NRFEMEA,AE12,DXB1,CS,R,RA,SR,R2,20250717,202507,20250717,202507,N,BILLED,0, Call from Adjou in relation to draft pre-emption letter. Preparing updates and sending to Olam team.,1075,645,698.75,419.25,0,0,419.25,645,419.25,0,419.25,-419.25,0,0,9025022438, ,ZL2,20260108,202601,USD,0.6,0,0,9025022438,1,ZFEE,,,0,0,AE-AFRICA2,ATIF - Assisting Olam international re stake in Arise Ports,AFRIC2_P01,ATIF Olam,AFRIC2_140,Consents, ,, ,
09/01/2026,2041424949,10256075,1001258956,NRFEMEA,1001258956,NRFEMEA,AE12,1,USD,150324,AE12,DXB1,CS,1511,NRFEMEA,AE12,DXB1,CS,R,RA,SR,R2,20250717,202507,20250717,202507,N,BILLED,0.6, Call from Adjou in relation to draft pre-emption letter. Preparing updates and sending to Olam team.,,0,,0,0,0,0,0,0,0,0,0,0,0,9025022438, ,ZL2,20260108,202601,USD,0,0,0,9025022438,1,ZFEE,,,0,0,AE-AFRICA2,ATIF - Assisting Olam international re stake in Arise Ports,AFRIC2_P01,ATIF Olam,AFRIC2_140,Consents, ,, ,
09/01/2026,2042881086,10025136,1001057249,NRFEMEA,1001057249,NRFEMEA,GB11,1,GBP,141796,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AB,AS,A4,20251022,202510,20251022,202510,Y,BILLED,0,Ethical Wall in place. Please contact your local Compliance team for further details.,810,-81,378,-37.8,0,0,-37.8,-81,-37.8,0,-37.8,37.8,0,0,8095042557,9205177919,S1,20260102,202601,GBP,-0.1,0,0,9205178613,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043221336,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,141785,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AB,AS,A4,20251105,202511,20251112,202511,N,BILLED,0, Preparing preparatory deal material.,810,-405,530,-265,0,0,-265,-405,-265,0,-265,265,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-0.5,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043221338,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,141785,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AB,AS,A4,20251106,202511,20251112,202511,N,BILLED,0," Briefing chat with Rebecca Bell; emails with NRF teams regarding transaction, deal teams and next steps.",810,-972,530,-636,0,0,-636,-972,-636,0,-636,636,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-1.2,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043221361,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,141785,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AB,AS,A4,20251111,202511,20251112,202511,N,BILLED,0, Updating DD Q&A.,810,-243,530,-159,0,0,-159,-243,-159,0,-159,159,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-0.3,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043222526,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,149686,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AA,AS,A1,20251110,202511,20251112,202511,N,BILLED,0, Preparing draft DD report and Q&A template document. Email correspondence.,600,-840,450,-630,0,0,-630,-840,-630,0,-630,630,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-1.4,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043257684,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,149686,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AA,AS,A1,20251112,202511,20251114,202511,N,BILLED,0, Discussions on DDR and diligence process.,600,-120,450,-90,0,0,-90,-120,-90,0,-90,90,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-0.2,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043259035,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,149436,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,T,TT,TR,T1,20251112,202511,20251114,202511,N,BILLED,0, Reading through correspondence and producing an email synthesizing fee proposals.,345,-517.5,210,-315,0,0,-315,-517.5,-315,0,-315,315,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-1.5,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043260513,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,141785,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AB,AS,A4,20251112,202511,20251114,202511,N,BILLED,0, Updating template diligence materials and emails on the same.,810,-1377,530,-901,0,0,-901,-1377,-901,0,-901,901,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-1.7,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043314362,10253701,1001264759,NRFEMEA,1001264759,NRFEMEA,AE12,1,USD,152315,AE12,DXB1,CS,1511,NRFEMEA,AE12,DXB1,CS,A,AB,AS,A5,20251118,202511,20251118,202511,N,BILLED,0, Review of invoices to be uploaded for payment / status update for o/s invoices.,935,-654.5,680,-476,0,0,-476,-654.5,-476,0,-476,476,0,0,8023006066,9025022322,S1,20260106,202601,USD,-0.7,0,0,9025022440,0,ZFEE,,,0,0,AE-PLANET3,PLANET PAYMENT,,,,,,,,
09/01/2026,2043395777,10211465,1001353017,NRFEMEA,1001353017,NRFEMEA,SG12,1,USD,149173,SG12,SIN3,DR,1782,NRFEMEA,SG12,SIN3,DR,R,RA,SR,R1,20251219,202512,20251124,202511,N,BILLED,0, secondment,1210,-8470,0.01,-0.07,0,0,-0.07,-8470,-0.07,0,-0.07,0.07,0,0,8239000603,9480003753,S1,20260107,202601,USD,-7,0,0,9480003765,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043395777,10211465,1001353017,NRFEMEA,1001353017,NRFEMEA,SG12,1,USD,149173,SG12,SIN3,DR,1782,NRFEMEA,SG12,SIN3,DR,R,RA,SR,R1,20251219,202512,20251124,202511,N,BILLED,0, secondment,1210,8470,0.01,0.07,0,0,0.07,8470,0.07,0,0.07,-0.07,0,0,9480003753, ,ZL2,20260107,202601,USD,7,0,0,9480003765,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043395787,10211465,1001353017,NRFEMEA,1001353017,NRFEMEA,SG12,1,USD,149173,SG12,SIN3,DR,1782,NRFEMEA,SG12,SIN3,DR,R,RA,SR,R1,20251222,202512,20251124,202511,N,BILLED,0, secondment,1210,-8470,0.01,-0.07,0,0,-0.07,-8470,-0.07,0,-0.07,0.07,0,0,8239000603,9480003753,S1,20260107,202601,USD,-7,0,0,9480003765,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043395787,10211465,1001353017,NRFEMEA,1001353017,NRFEMEA,SG12,1,USD,149173,SG12,SIN3,DR,1782,NRFEMEA,SG12,SIN3,DR,R,RA,SR,R1,20251222,202512,20251124,202511,N,BILLED,0, secondment,1210,8470,0.01,0.07,0,0,0.07,8470,0.07,0,0.07,-0.07,0,0,9480003753, ,ZL2,20260107,202601,USD,7,0,0,9480003765,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043395796,10211465,1001353017,NRFEMEA,1001353017,NRFEMEA,SG12,1,USD,149173,SG12,SIN3,DR,1782,NRFEMEA,SG12,SIN3,DR,R,RA,SR,R1,20251224,202512,20251124,202511,N,BILLED,0, secondment,1210,-8470,0.01,-0.07,0,0,-0.07,-8470,-0.07,0,-0.07,0.07,0,0,8239000603,9480003753,S1,20260107,202601,USD,-7,0,0,9480003765,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043395796,10211465,1001353017,NRFEMEA,1001353017,NRFEMEA,SG12,1,USD,149173,SG12,SIN3,DR,1782,NRFEMEA,SG12,SIN3,DR,R,RA,SR,R1,20251224,202512,20251124,202511,N,BILLED,0, secondment,1210,8470,0.01,0.07,0,0,0.07,8470,0.07,0,0.07,-0.07,0,0,9480003753, ,ZL2,20260107,202601,USD,7,0,0,9480003765,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043443994,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,149686,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AA,AS,A1,20251107,202511,20251126,202511,N,BILLED,0," Reading in to transaction, reviewing RfP and NRF proposal.",600,-360,450,-270,0,0,-270,-360,-270,0,-270,270,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-0.6,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043443996,10234505,1001368297,NRFEMEA,1001368297,NRFEMEA,GB11,1,GBP,149686,GB11,LON1,CS,1520,NRFEMEA,GB11,LON1,CS,A,AA,AS,A1,20251110,202511,20251126,202511,N,BILLED,0, Preparing draft DD report and Q&A template document.,600,-840,450,-630,0,0,-630,-840,-630,0,-630,630,0,0,8095042562,9205177936,S1,20260105,202601,GBP,-1.4,0,0,9205178617,0,ZFEE,,,0,0,,,,,,,,,,
09/01/2026,2043464675,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251126,202511,20251127,202511,N,BILLED,0, Email to Mr Foley and the Ms Torresin's lawyers,535,-1070,288,-576,0,0,-576,-1070,-576,0,-576,-23.03,0,-599.03,8188010462,9771010601,S9,20260108,202601,EUR,-2,-599.03,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464675,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251126,202511,20251127,202511,N,BILLED,0, Email to Mr Foley and the Ms Torresin's lawyers,535,1070,288,576,0,0,576,1070,576,0,576,23.03,0,599.03,9771010601, ,ZL2I,20260108,202601,EUR,2,599.03,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464676,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,146079,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,C,CC,CO,C1,20251126,202511,20251127,202511,N,BILLED,0, Mrs. Torresin: review of update for client,635,-190.5,328,-98.4,0,0,-98.4,-190.5,-98.4,0,-98.4,-3.94,0,-102.34,8188010462,9771010601,S9,20260108,202601,EUR,-0.3,-102.34,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464676,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,146079,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,C,CC,CO,C1,20251126,202511,20251127,202511,N,BILLED,0, Mrs. Torresin: review of update for client,635,190.5,328,98.4,0,0,98.4,190.5,98.4,0,98.4,3.94,0,102.34,9771010601, ,ZL2I,20260108,202601,EUR,0.3,102.34,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464677,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251120,202511,20251127,202511,N,BILLED,0, Email to Mr Foley and to the lawyers of Ms Torresin,535,-535,288,-288,0,0,-288,-535,-288,0,-288,-11.52,0,-299.52,8188010462,9771010601,S9,20260108,202601,EUR,-1,-299.52,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464677,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251120,202511,20251127,202511,N,BILLED,0, Email to Mr Foley and to the lawyers of Ms Torresin,535,535,288,288,0,0,288,535,288,0,288,11.52,0,299.52,9771010601, ,ZL2I,20260108,202601,EUR,1,299.52,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464678,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251117,202511,20251127,202511,N,BILLED,0, Call with the counterpart's lawyers; email to Mr Foley,535,-695.5,288,-374.4,0,0,-374.4,-695.5,-374.4,0,-374.4,-14.98,0,-389.38,8188010462,9771010601,S9,20260108,202601,EUR,-1.3,-389.38,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464678,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251117,202511,20251127,202511,N,BILLED,0, Call with the counterpart's lawyers; email to Mr Foley,535,695.5,288,374.4,0,0,374.4,695.5,374.4,0,374.4,14.98,0,389.38,9771010601, ,ZL2I,20260108,202601,EUR,1.3,389.38,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464679,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,146079,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,C,CC,CO,C1,20251117,202511,20251127,202511,N,BILLED,0, Mrs. Torresin's dismissal: call with counterpart's lawyer,635,-381,328,-196.8,0,0,-196.8,-381,-196.8,0,-196.8,-7.87,0,-204.67,8188010462,9771010601,S9,20260108,202601,EUR,-0.6,-204.67,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464679,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,146079,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,C,CC,CO,C1,20251117,202511,20251127,202511,N,BILLED,0, Mrs. Torresin's dismissal: call with counterpart's lawyer,635,381,328,196.8,0,0,196.8,381,196.8,0,196.8,7.87,0,204.67,9771010601, ,ZL2I,20260108,202601,EUR,0.6,204.67,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464680,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251112,202511,20251127,202511,N,BILLED,0, Email to Mr Foley and the lawyers of Ms Torresin,535,-321,288,-172.8,0,0,-172.8,-321,-172.8,0,-172.8,-6.91,0,-179.71,8188010462,9771010601,S9,20260108,202601,EUR,-0.6,-179.71,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464680,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251112,202511,20251127,202511,N,BILLED,0, Email to Mr Foley and the lawyers of Ms Torresin,535,321,288,172.8,0,0,172.8,321,172.8,0,172.8,6.91,0,179.71,9771010601, ,ZL2I,20260108,202601,EUR,0.6,179.71,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464681,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251113,202511,20251127,202511,N,BILLED,0, Emails to Mr Foley,535,-160.5,288,-86.4,0,0,-86.4,-160.5,-86.4,0,-86.4,-3.46,0,-89.86,8188010462,9771010601,S9,20260108,202601,EUR,-0.3,-89.86,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464681,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251113,202511,20251127,202511,N,BILLED,0, Emails to Mr Foley,535,160.5,288,86.4,0,0,86.4,160.5,86.4,0,86.4,3.46,0,89.86,9771010601, ,ZL2I,20260108,202601,EUR,0.3,89.86,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464682,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251110,202511,20251127,202511,N,BILLED,0, Call with the client and email to the counterpart's lawyer; internal alignement,535,-749,288,-403.2,0,0,-403.2,-749,-403.2,0,-403.2,-16.13,0,-419.33,8188010462,9771010601,S9,20260108,202601,EUR,-1.4,-419.33,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464682,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251110,202511,20251127,202511,N,BILLED,0, Call with the client and email to the counterpart's lawyer; internal alignement,535,749,288,403.2,0,0,403.2,749,403.2,0,403.2,16.13,0,419.33,9771010601, ,ZL2I,20260108,202601,EUR,1.4,419.33,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464683,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,146079,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,C,CC,CO,C1,20251110,202511,20251127,202511,N,BILLED,0, Mrs. Torresin: review of reply to counterpart's lawyers,635,-254,328,-131.2,0,0,-131.2,-254,-131.2,0,-131.2,-5.25,0,-136.45,8188010462,9771010601,S9,20260108,202601,EUR,-0.4,-136.45,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464683,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,146079,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,C,CC,CO,C1,20251110,202511,20251127,202511,N,BILLED,0, Mrs. Torresin: review of reply to counterpart's lawyers,635,254,328,131.2,0,0,131.2,254,131.2,0,131.2,5.25,0,136.45,9771010601, ,ZL2I,20260108,202601,EUR,0.4,136.45,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464684,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,146079,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,C,CC,CO,C1,20251110,202511,20251127,202511,N,BILLED,0, Mrs. Torresin's dismissal: call with client,635,-444.5,328,-229.6,0,0,-229.6,-444.5,-229.6,0,-229.6,-9.18,0,-238.78,8188010462,9771010601,S9,20260108,202601,EUR,-0.7,-238.78,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464684,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,146079,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,C,CC,CO,C1,20251110,202511,20251127,202511,N,BILLED,0, Mrs. Torresin's dismissal: call with client,635,444.5,328,229.6,0,0,229.6,444.5,229.6,0,229.6,9.18,0,238.78,9771010601, ,ZL2I,20260108,202601,EUR,0.7,238.78,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464685,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251107,202511,20251127,202511,N,BILLED,0, Review of dismissal's challenge (Ms Torresin),535,-535,288,-288,0,0,-288,-535,-288,0,-288,-11.52,0,-299.52,8188010462,9771010601,S9,20260108,202601,EUR,-1,-299.52,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464685,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251107,202511,20251127,202511,N,BILLED,0, Review of dismissal's challenge (Ms Torresin),535,535,288,288,0,0,288,535,288,0,288,11.52,0,299.52,9771010601, ,ZL2I,20260108,202601,EUR,1,299.52,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464686,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251009,202510,20251127,202511,N,BILLED,0, Follow-up to Mr Foley re Ms Torresin dismissal,535,-267.5,288,-144,0,0,-144,-267.5,-144,0,-144,-5.76,0,-149.76,8188010462,9771010601,S9,20260108,202601,EUR,-0.5,-149.76,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
09/01/2026,2043464686,10030166,1000078379,NRFEMEA,1000078379,NRFEMEA,IT11,1,EUR,143396,IT11,MIL1,EL,2006,NRFEMEA,IT11,MIL1,EL,A,AB,AS,A5,20251009,202510,20251127,202511,N,BILLED,0, Follow-up to Mr Foley re Ms Torresin dismissal,535,267.5,288,144,0,0,144,267.5,144,0,144,5.76,0,149.76,9771010601, ,ZL2I,20260108,202601,EUR,0.5,149.76,0,9771010610,0,ZFEE,202601,20260130,0,0,,,,,,,,,,
